Car Make,Car Model,Year,Battery_Type,Price_USD,Country
Mercedes-Benz,EQS,2021,Lithium-sulfur,84379.91,Israel
Canoo,Pickup,2017,Sodium-ion,125712.83,Turkey
Maserati,GranTurismo Folgore,2023,Magnesium-ion,136840.62,Israel
Renault,Scenic E-Tech,2024,Zinc-air,127979.96,Czech Republic
Nissan,Ariya,2016,Sodium-ion,135462.86,South Africa
Jeep,Recon (upcoming),2022,Zinc-air,112182.68,Malaysia
Ford,E-Transit,2015,Lithium-titanate,112943.08,China
Zeekr,Zeekr 001,2025,Lithium-iron phosphate,31509.22,Israel
Rimac,Nevera,2022,Sodium-ion,121233.69,Thailand
BMW,i7,2021,Lead-acid,86171.52,Hungary
Lamborghini,Lanzador (upcoming EV),2015,Zinc-air,78879.86,Mexico
Rivian,EDV (Electric Delivery Van),2020,Nickel-cobalt-aluminum,74574.02,Turkey
Ford,Explorer EV (Europe),2024,Nickel-manganese-cobalt,121177.35,Israel
Peugeot,e-2008,2016,Zinc-air,89359.27,Spain
Canoo,MPDV,2016,Nickel-cobalt-aluminum,46097.17,Thailand
Citroen,Ami,2016,Zinc-air,149543.43,Germany
VinFast,VF 7,2017,Lithium-iron phosphate,54730.21,Brazil
Subaru,Solterra,2015,Magnesium-ion,119339.11,Switzerland
Geely,Geometry C,2021,Lithium-iron phosphate,57512.19,Indonesia
Maserati,Grecale Folgore,2025,Calcium-ion,148196.18,China
Genesis,GV70 Electric,2023,Magnesium-ion,55091.74,Vietnam
Porsche,Taycan,2025,Lithium-iron phosphate,63585.73,Denmark
Mini,Mini Aceman,2019,Lithium-ion,105953.02,France
Pininfarina,Battista,2022,Calcium-ion,126748.58,Belgium
Volkswagen,ID.Buzz,2021,Sodium-ion,102435.89,Brazil
Tesla,Roadster (upcoming),2016,Sodium-ion,79638.71,UK
Volkswagen,ID.7,2017,Nickel-metal hydride,98099.62,Portugal
Subaru,Solterra,2024,Magnesium-ion,68380.78,Indonesia
Pininfarina,Battista,2015,Magnesium-ion,99914.47,Argentina
Ferrari,Ferrari EV (2025+),2025,Lithium-titanate,31831.8,Israel
Lamborghini,Lanzador (upcoming EV),2025,Lithium-iron phosphate,149429.51,Italy
Lamborghini,Revuelto (PHEV),2016,Nickel-metal hydride,87208.29,Malaysia
Volvo,EX90,2020,Nickel-cobalt-aluminum,113582.33,Thailand
Mahindra,Born Electric (upcoming range),2015,Sodium-ion,59278.65,Spain
Lamborghini,Lanzador (upcoming EV),2018,Lithium-titanate,90313.64,Canada
Faraday Future,FF 91,2021,Calcium-ion,89440.54,South Korea
Opel,Mokka-e,2021,Solid-state,31559.53,China
Lotus,Evija,2020,Lithium-sulfur,117415.69,Belgium
Toyota,bZ4X,2018,Solid-state,92841.1,France
Honda,Honda e (discontinued),2017,Sodium-ion,99950.95,Denmark
Mini,Mini Aceman,2019,Solid-state,118599.68,Japan
Geely,Emgrand EV,2021,Nickel-manganese-cobalt,76469.1,South Africa
Genesis,GV70 Electric,2024,Zinc-air,64412.41,Denmark
Citroen,Ami,2025,Lithium-iron phosphate,51643.26,India
Hyundai,Ioniq 6,2016,Lithium-iron phosphate,86388.48,South Korea
Dacia,Jogger Hybrid,2015,Calcium-ion,147907.91,Hungary
Tesla,Model 3,2021,Lithium-ion,134629.64,Portugal
Audi,e-tron GT,2021,Lithium-sulfur,113761.62,Poland
Skoda,Elroq (upcoming),2023,Nickel-metal hydride,108563.42,Singapore
Rimac,Nevera,2022,Aluminum-ion,85193.64,Indonesia
Tesla,Cybertruck,2023,Lithium-iron phosphate,56800.73,Hungary
Acura,ZDX (with GM Ultium),2020,Nickel-cobalt-aluminum,99370.06,Poland
Audi,Q4 e-tron,2020,Lithium-titanate,94249.74,Denmark
NIO,ET7,2025,Lead-acid,112562.4,India
Acura,ZDX (with GM Ultium),2015,Lithium-iron phosphate,120890.93,Norway
Renault,Scenic E-Tech,2016,Magnesium-ion,114203.73,Turkey
Polestar,Polestar 4,2016,Aluminum-ion,37730.9,Finland
Opel,Corsa-e,2015,Aluminum-ion,138549.47,Turkey
Geely,Emgrand EV,2023,Nickel-cobalt-aluminum,90449.46,Vietnam
Li Auto,L8,2023,Nickel-cobalt-aluminum,105012.82,Malaysia
Nissan,Leaf,2020,Lead-acid,141949.03,Switzerland
Chevrolet,Bolt EV,2022,Nickel-metal hydride,31713.78,Thailand
Ferrari,SF90 Stradale (PHEV),2025,Solid-state,114883.73,Japan
Polestar,Polestar 5 (upcoming),2021,Nickel-metal hydride,73539.98,Poland
NIO,ET9,2017,Aluminum-ion,91374.01,Vietnam
Mini,Mini Electric,2017,Calcium-ion,32110.5,Malaysia
NIO,ET9,2019,Lithium-sulfur,88992.78,Czech Republic
Fisker,Ocean,2017,Aluminum-ion,98668.26,Portugal
Changan,SL03,2024,Lead-acid,33064.13,Germany
Mini,Mini Electric,2016,Nickel-manganese-cobalt,68014.73,China
Tesla,Model 3,2023,Flow batteries,51719.71,Israel
Tesla,Model S,2017,Nickel-cobalt-aluminum,132124.5,South Korea
Volvo,EX30,2018,Lithium-ion,119024.29,Russia
MG,MG5 EV,2019,Lithium-ion,77158.15,Switzerland
Lotus,Eletre,2018,Lithium-iron phosphate,128535.73,UAE
Faraday Future,FF 91,2020,Lithium-ion,70149.59,Hungary
BMW,iX1,2015,Nickel-manganese-cobalt,57780.54,China
Dacia,Bigster EV (upcoming),2020,Nickel-cobalt-aluminum,93594.87,Russia
Tesla,Model Y,2017,Lithium-iron phosphate,132144.16,New Zealand
Lotus,Evija,2018,Lead-acid,111405.69,Czech Republic
Nissan,Leaf,2021,Zinc-air,74816.1,Vietnam
Lucid Motors,Lucid Gravity,2022,Lead-acid,107703.04,Belgium
Citroen,Ami,2018,Lithium-ion,74003.39,Thailand
Faraday Future,FF 91,2018,Lithium-sulfur,104328.15,Russia
Skoda,Elroq (upcoming),2022,Calcium-ion,80041.32,China
Geely,Geometry A,2024,Nickel-cobalt-aluminum,122797.8,Germany
BMW,iX1,2015,Lithium-sulfur,67652.57,Portugal
MG,MG ES5,2025,Nickel-manganese-cobalt,99140.81,India
Chevrolet,Volt (PHEV),2023,Calcium-ion,139549.21,India
Opel,Grandland Electric,2016,Nickel-metal hydride,49752.59,Israel
Kia,EV6,2025,Lead-acid,115591.46,Portugal
Mahindra,XUV400,2022,Calcium-ion,115198.36,France
VinFast,VF 9,2020,Nickel-cobalt-aluminum,80737.05,Japan
Renault,Scenic E-Tech,2019,Nickel-metal hydride,100642.84,Singapore
Seat,Avenger,2021,Nickel-cobalt-aluminum,83442.65,Turkey
Great Wall Motors,ORA Good Cat,2015,Calcium-ion,115673.64,Vietnam
Opel,Grandland Electric,2016,Nickel-manganese-cobalt,145561.53,Brazil
XPeng,P5,2022,Sodium-ion,148873.52,Singapore
Rimac,Nevera,2021,Calcium-ion,85022.3,Ireland
Renault,Kangoo E-Tech,2022,Nickel-cobalt-aluminum,82608.38,Brazil
Rimac,Nevera,2021,Lithium-sulfur,129139.34,Australia
GMC,Hummer EV Pickup,2021,Lithium-titanate,127576.95,China
Volkswagen,ID.4,2025,Lithium-ion,82251.22,Czech Republic
Genesis,GV60,2021,Zinc-air,143405.71,Vietnam
Polestar,Polestar 2,2020,Nickel-manganese-cobalt,126774.65,UAE
Li Auto,L7,2020,Solid-state,147813.28,Argentina
Mahindra,Born Electric (upcoming range),2019,Solid-state,100401.48,Saudi Arabia
Ford,Explorer EV (Europe),2018,Sodium-ion,70167.14,China
Jeep,Grand Cherokee 4xe (PHEV),2022,Aluminum-ion,130213.31,Australia
Nissan,Leaf,2024,Nickel-manganese-cobalt,62261.33,UK
Polestar,Polestar 3,2017,Nickel-metal hydride,122853.66,Turkey
Jeep,Recon (upcoming),2016,Zinc-air,96666.78,Spain
XPeng,X9,2016,Nickel-manganese-cobalt,31704.6,Germany
MG,MG ZS EV,2023,Solid-state,130722.4,Japan
Dacia,Jogger Hybrid,2020,Flow batteries,100957.07,Norway
Subaru,Solterra,2015,Aluminum-ion,144721.18,Vietnam
Skoda,Elroq (upcoming),2020,Zinc-air,36188.94,Portugal
Audi,e-tron GT,2021,Lithium-ion,39484.19,Spain
XPeng,G9,2022,Calcium-ion,64249.14,Finland
Genesis,GV60,2021,Lithium-sulfur,116893.2,Hungary
Toyota,Lexus UX 300e,2023,Aluminum-ion,79586.51,Singapore
Peugeot,e-208,2020,Calcium-ion,145723.63,Austria
Lotus,Emeya,2024,Lead-acid,103429.51,India
Zeekr,Zeekr X,2017,Lithium-iron phosphate,86401.31,Spain
Acura,ZDX (with GM Ultium),2023,Calcium-ion,145428.02,Italy
Volkswagen,ID.7,2019,Sodium-ion,109264.82,Czech Republic
Mazda,MX-30,2024,Solid-state,118314.72,South Africa
Zeekr,Zeekr 007,2019,Nickel-manganese-cobalt,115491.65,UK
Peugeot,e-5008,2023,Nickel-metal hydride,83635.85,New Zealand
Volkswagen,ID.5,2018,Zinc-air,45377.85,Russia
Mercedes-Benz,EQS,2025,Magnesium-ion,41976.9,South Africa
Canoo,Pickup,2023,Nickel-manganese-cobalt,124052.49,Czech Republic
Mini,Mini Aceman,2024,Lithium-sulfur,99147.39,Belgium
Rimac,Nevera,2021,Solid-state,64777.34,Malaysia
VinFast,VF 9,2018,Lithium-titanate,134367.39,Finland
Dacia,Bigster EV (upcoming),2022,Nickel-metal hydride,36199.09,Portugal
VinFast,VFe34 (discontinued),2021,Aluminum-ion,98423.08,New Zealand
Lamborghini,Revuelto (PHEV),2015,Magnesium-ion,128039.67,Indonesia
Jeep,Wagoneer S,2016,Lithium-sulfur,77704.62,USA
Great Wall Motors,ORA Good Cat,2019,Nickel-metal hydride,116483.56,Thailand
Fisker,Ocean,2022,Solid-state,108304.18,Switzerland
Geely,Emgrand EV,2022,Nickel-manganese-cobalt,129957.22,Saudi Arabia
Genesis,G80 Electric,2024,Solid-state,137452.66,Norway
Chevrolet,Silverado EV,2019,Nickel-cobalt-aluminum,89704.33,Portugal
BYD,Dolphin,2021,Lead-acid,71791.78,India
Geely,Emgrand EV,2021,Nickel-manganese-cobalt,97228.32,South Korea
NIO,ES7,2021,Lithium-titanate,75465.3,Finland
XPeng,G6,2022,Sodium-ion,134098.62,Israel
BMW,iX3,2021,Lithium-iron phosphate,36458.03,China
MG,MG ZS EV,2016,Lithium-iron phosphate,112539.19,Belgium
Rimac,Nevera,2022,Nickel-manganese-cobalt,92019.48,Japan
Kia,EV6,2019,Lithium-titanate,108822.94,Belgium
Ferrari,SF90 Stradale (PHEV),2022,Calcium-ion,82147.06,Saudi Arabia
Cadillac,Lyriq,2023,Lithium-sulfur,100852.31,Indonesia
Cadillac,Lyriq,2017,Lithium-iron phosphate,68779.62,Germany
Opel,Grandland Electric,2017,Zinc-air,47246.35,Malaysia
Genesis,G80 Electric,2019,Nickel-manganese-cobalt,89860.42,Portugal
Citroen,?-C4,2016,Lead-acid,35894.12,New Zealand
Skoda,Enyaq Coupe,2023,Solid-state,97441.44,UAE
Zeekr,Zeekr 001,2024,Lithium-iron phosphate,129609.13,Czech Republic
Toyota,Lexus UX 300e,2024,Nickel-cobalt-aluminum,133274.31,Vietnam
Porsche,Macan EV,2022,Lithium-sulfur,148433.17,Hungary
Great Wall Motors,ORA Good Cat,2021,Lithium-ion,39124.22,Israel
Citroen,Ami,2020,Zinc-air,65764.67,Austria
Lotus,Emeya,2019,Lead-acid,134651.02,Canada
Cadillac,Celestiq,2016,Aluminum-ion,87467.04,New Zealand
Toyota,Lexus UX 300e,2022,Nickel-manganese-cobalt,140094.56,UAE
Volkswagen,ID.Buzz,2017,Calcium-ion,68842.48,Hungary
Mazda,MX-30,2020,Lithium-titanate,141067,Indonesia
GMC,Hummer EV Pickup,2018,Aluminum-ion,54261.4,Denmark
Ferrari,Roma PHEV,2017,Lead-acid,139947.23,Russia
Opel,Grandland Electric,2022,Lithium-iron phosphate,100558.76,Australia
Nissan,Ariya,2025,Zinc-air,147129.86,South Korea
Volkswagen,ID.7,2021,Nickel-metal hydride,32066.13,Finland
Lotus,Eletre,2020,Lithium-sulfur,110485.34,Brazil
Opel,Grandland Electric,2022,Nickel-metal hydride,116001.34,UAE
Pininfarina,Battista,2018,Lithium-titanate,77025.87,New Zealand
Peugeot,e-208,2020,Solid-state,79848.94,China
VinFast,VF 6,2017,Nickel-manganese-cobalt,98299.48,UAE
Hyundai,Ioniq 5,2022,Solid-state,97963.02,South Africa
Zeekr,Zeekr 001,2021,Nickel-manganese-cobalt,110005.01,Thailand
Peugeot,e-3008,2019,Solid-state,109072.77,USA
GMC,Hummer EV Pickup,2015,Flow batteries,48149.84,Russia
Ford,E-Transit,2016,Lithium-ion,86029.81,Poland
Opel,Grandland Electric,2016,Solid-state,40719.9,Czech Republic
Chevrolet,Volt (PHEV),2020,Lead-acid,87306.92,Singapore
Polestar,Polestar 4,2021,Flow batteries,57031.71,Thailand
Rimac,Nevera,2022,Lithium-ion,123881.73,Czech Republic
Seat,Avenger,2025,Zinc-air,55406.26,UAE
Faraday Future,FF 91,2022,Flow batteries,112490.97,Canada
Mahindra,XUV400,2024,Lead-acid,145109.64,France
Kia,Niro EV,2023,Solid-state,61333.09,India
Kia,Niro EV,2022,Nickel-cobalt-aluminum,134031.68,Israel
BYD,Han EV,2023,Lithium-ion,138449.17,Austria
Porsche,Cayenne Electric (upcoming),2016,Lithium-sulfur,137598.53,Japan
Fisker,Ocean,2024,Aluminum-ion,74293.26,Singapore
Honda,Honda e (discontinued),2023,Nickel-manganese-cobalt,127270.14,Denmark
Canoo,Pickup,2025,Nickel-cobalt-aluminum,111104.82,Vietnam
Fisker,Ocean,2019,Nickel-metal hydride,53694.85,Vietnam
Audi,e-tron,2024,Flow batteries,105411.53,Sweden
BMW,iX1,2019,Flow batteries,82632.21,China
GMC,Hummer EV Pickup,2022,Lead-acid,86383.47,Belgium
Mazda,Mazda EV (upcoming models),2024,Sodium-ion,131342.84,India
Ford,E-Transit,2019,Zinc-air,88678.05,Russia
Canoo,MPDV,2015,Aluminum-ion,137707.73,Turkey
Dacia,Jogger Hybrid,2016,Nickel-manganese-cobalt,34947.7,UAE
Nissan,Leaf,2021,Nickel-cobalt-aluminum,80804.96,South Korea
Audi,e-tron,2020,Lithium-sulfur,95301.3,Argentina
Skoda,Enyaq Coupe,2021,Lithium-ion,75606.71,Czech Republic
Mahindra,XUV400,2017,Aluminum-ion,96031.48,Sweden
Chevrolet,Silverado EV,2017,Solid-state,133973.75,Finland
GMC,Hummer EV Pickup,2015,Zinc-air,144721.89,Thailand
Citroen,?-Spacetourer,2023,Aluminum-ion,35036.66,New Zealand
Jeep,Wrangler 4xe (PHEV),2018,Zinc-air,36245.89,Thailand
Mazda,Mazda EV (upcoming models),2025,Nickel-manganese-cobalt,50188.59,Saudi Arabia
Volkswagen,ID.7,2022,Flow batteries,43456.03,Belgium
Hyundai,Ioniq 7 (upcoming),2019,Sodium-ion,127678.89,Singapore
Polestar,Polestar 5 (upcoming),2020,Sodium-ion,63617.13,Saudi Arabia
Changan,SL03,2024,Zinc-air,47377.26,China
Rivian,R1T,2016,Magnesium-ion,61757.05,South Korea
Rimac,Nevera,2015,Calcium-ion,75986.03,Singapore
Volvo,XC40 Recharge,2021,Solid-state,30936.19,UK
Honda,e:Ny1,2020,Magnesium-ion,38832.34,USA
Acura,ZDX (with GM Ultium),2017,Magnesium-ion,40443.39,Vietnam
Porsche,Cayenne Electric (upcoming),2022,Solid-state,32604.25,Israel
Mini,Mini Cooper SE,2024,Lithium-ion,48139.06,Russia
XPeng,P7,2020,Lead-acid,117443.56,France
Mercedes-Benz,EQA,2016,Nickel-metal hydride,136420.35,Malaysia
Honda,e:Ny1,2024,Aluminum-ion,68541.17,South Korea
Jaguar,I-PACE,2022,Nickel-cobalt-aluminum,42511.91,Japan
Mini,Mini Aceman,2025,Calcium-ion,59326.88,New Zealand
Ferrari,SF90 Stradale (PHEV),2025,Magnesium-ion,45585.63,South Korea
Li Auto,L9,2018,Lithium-sulfur,114883.67,China
Ford,E-Transit,2023,Nickel-metal hydride,137346.69,Italy
Lotus,Evija,2020,Solid-state,140321.99,Thailand
Lucid Motors,Lucid Air,2016,Nickel-cobalt-aluminum,34047.93,Czech Republic
Genesis,GV80 Electric,2025,Nickel-cobalt-aluminum,120829.71,Russia
Peugeot,e-3008,2022,Lithium-titanate,62914.74,Hungary
Toyota,Lexus UX 300e,2018,Sodium-ion,121086.77,Japan
Audi,Q8 e-tron,2020,Lithium-ion,39912.77,Canada
Nissan,Ariya,2017,Zinc-air,72012.08,Sweden
BMW,i7,2018,Lithium-titanate,81122.49,France
Peugeot,e-5008,2023,Flow batteries,93928.91,South Korea
Jeep,Wagoneer S,2024,Nickel-metal hydride,144668.51,Mexico
Fisker,Pear (upcoming),2016,Nickel-cobalt-aluminum,61344.68,Portugal
Genesis,G80 Electric,2018,Lithium-titanate,42147.78,Sweden
Great Wall Motors,ORA Lightning Cat,2016,Sodium-ion,103973.21,Mexico
VinFast,VF 8,2018,Calcium-ion,98961.34,UAE
Mini,Mini Electric,2022,Lithium-iron phosphate,92468.58,France
Hyundai,Ioniq 5,2020,Solid-state,54897.26,Germany
XPeng,X9,2019,Lead-acid,135222.82,Switzerland
Great Wall Motors,ORA Good Cat,2023,Magnesium-ion,122176.3,Singapore
Fisker,Pear (upcoming),2023,Lithium-iron phosphate,148492.54,UAE
Geely,Geometry A,2020,Solid-state,66191.53,Ireland
Geely,Emgrand EV,2018,Lead-acid,110537.2,Portugal
Tesla,Model S,2020,Aluminum-ion,90924.66,Switzerland
Lamborghini,Revuelto (PHEV),2024,Flow batteries,141657.62,Saudi Arabia
Mahindra,Born Electric (upcoming range),2018,Nickel-manganese-cobalt,42037.78,Belgium
Skoda,Enyaq Coupe,2015,Flow batteries,138650.57,France
Pininfarina,Battista,2015,Zinc-air,60676.04,Austria
Acura,ZDX (with GM Ultium),2015,Nickel-cobalt-aluminum,137538.74,Argentina
Geely,Emgrand EV,2019,Nickel-metal hydride,59260.13,Hungary
Cadillac,Lyriq,2020,Lithium-titanate,44357.65,Malaysia
Cadillac,Lyriq,2018,Sodium-ion,147420.89,Singapore
Rimac,Nevera,2020,Lithium-titanate,83671.52,Norway
BYD,Seagull,2025,Sodium-ion,124447.66,Canada
Polestar,Polestar 2,2015,Solid-state,33992.3,Saudi Arabia
VinFast,VF 8,2021,Sodium-ion,31626.18,Japan
Changan,Deepal S07,2023,Magnesium-ion,73353.79,Czech Republic
Volkswagen,ID.5,2022,Nickel-cobalt-aluminum,113601.64,Mexico
Fisker,Ocean,2025,Flow batteries,69588.13,Poland
Audi,Q8 e-tron,2025,Lithium-sulfur,146476.36,India
Polestar,Polestar 2,2024,Nickel-manganese-cobalt,145609.07,Indonesia
MG,MG4 Electric,2019,Flow batteries,137367.83,UK
Dacia,Jogger Hybrid,2024,Nickel-manganese-cobalt,61938.57,Poland
Mini,Mini Cooper SE,2021,Sodium-ion,58155.3,Israel
Nissan,Ariya,2018,Nickel-manganese-cobalt,60557.2,New Zealand
Jaguar,I-PACE,2023,Nickel-manganese-cobalt,82226.05,Vietnam
Cadillac,Lyriq,2020,Nickel-metal hydride,108938.53,Switzerland
Li Auto,MEGA,2020,Zinc-air,82328.55,Switzerland
Mini,Mini Cooper SE,2019,Magnesium-ion,149322.93,Japan
Peugeot,e-208,2016,Sodium-ion,34293.73,Finland
Acura,ZDX (with GM Ultium),2022,Lithium-sulfur,117907.54,New Zealand
Tesla,Roadster (upcoming),2020,Lithium-ion,123641.63,Malaysia
NIO,ES8,2025,Lead-acid,96638.7,Netherlands
Zeekr,Zeekr 001,2025,Nickel-metal hydride,50697.52,Ireland
XPeng,P7,2021,Sodium-ion,60725.82,Russia
NIO,ES6,2025,Nickel-cobalt-aluminum,71172.88,Brazil
Great Wall Motors,ORA Ballet Cat,2015,Nickel-manganese-cobalt,110386.88,South Africa
Ford,F-150 Lightning,2022,Lithium-sulfur,115933.09,Portugal
Ferrari,Ferrari EV (2025+),2020,Aluminum-ion,50945.32,Poland
Ford,Explorer EV (Europe),2024,Aluminum-ion,41506.59,Sweden
Cadillac,Celestiq,2021,Flow batteries,98874.99,Denmark
Lotus,Evija,2019,Nickel-cobalt-aluminum,105337,Hungary
Great Wall Motors,ORA Good Cat,2025,Magnesium-ion,78123.74,Japan
Toyota,Lexus UX 300e,2025,Lithium-sulfur,47229.96,Australia
Toyota,Lexus UX 300e,2016,Magnesium-ion,90771.06,Spain
Geely,Geometry C,2017,Zinc-air,130182.07,France
Mazda,MX-30,2019,Solid-state,98013.46,Ireland
Zeekr,Zeekr 009,2022,Lead-acid,72912.54,UK
Jaguar,I-PACE,2023,Lithium-sulfur,40995.43,New Zealand
Ferrari,SF90 Stradale (PHEV),2016,Aluminum-ion,126229.16,USA
Rivian,R1T,2024,Nickel-manganese-cobalt,136277.2,France
Mercedes-Benz,EQE,2025,Aluminum-ion,92906.18,Portugal
Toyota,bZ4X,2020,Lead-acid,40015.25,UAE
BMW,i3,2020,Lithium-titanate,69357.36,Indonesia
Toyota,Lexus RZ,2022,Zinc-air,90291.01,India
Porsche,Panamera EV,2021,Calcium-ion,61614.23,Turkey
Peugeot,e-2008,2022,Magnesium-ion,96969.01,France
Mahindra,Born Electric (upcoming range),2020,Aluminum-ion,118562.03,Hungary
Volkswagen,ID.7,2019,Magnesium-ion,32253.88,South Korea
MG,MG ES5,2017,Nickel-cobalt-aluminum,47157.55,Indonesia
Mini,Mini Aceman,2016,Nickel-manganese-cobalt,138200.86,Vietnam
Li Auto,L7,2025,Lithium-ion,68693.52,Russia
Peugeot,e-208,2015,Aluminum-ion,64073.81,Argentina
Zeekr,Zeekr 007,2022,Nickel-metal hydride,51225.19,Austria
Jaguar,I-PACE,2017,Nickel-manganese-cobalt,94168.34,Vietnam
Skoda,Elroq (upcoming),2016,Nickel-metal hydride,127009.04,Czech Republic
Nissan,Leaf,2017,Flow batteries,37299.38,Indonesia
Mahindra,XUV400,2016,Calcium-ion,118226.92,Belgium
Kia,EV6,2016,Nickel-cobalt-aluminum,79602.02,Thailand
BMW,iX,2020,Lithium-iron phosphate,47315.21,Finland
NIO,ES7,2015,Zinc-air,128682.82,UAE
Citroen,?-C4,2015,Flow batteries,91832.9,Singapore
Faraday Future,FF 91,2025,Lithium-titanate,76057.57,Belgium
Rimac,Nevera,2015,Lithium-sulfur,99233.98,Australia
Acura,ZDX (with GM Ultium),2016,Aluminum-ion,69408.39,Switzerland
Nissan,Ariya,2017,Lead-acid,71336.92,Norway
BYD,Han EV,2016,Lithium-iron phosphate,126117.03,Turkey
Acura,ZDX (with GM Ultium),2016,Lead-acid,42219.42,USA
Pininfarina,Battista,2024,Zinc-air,48482.98,Finland
Volvo,EX90,2024,Lithium-iron phosphate,51380.09,Ireland
Geely,Geometry A,2017,Lithium-sulfur,54621.98,Poland
Zeekr,Zeekr 007,2024,Lithium-sulfur,81302.62,Denmark
BYD,Dolphin,2023,Magnesium-ion,139937.62,Austria
Opel,Corsa-e,2018,Flow batteries,48678.54,Switzerland
Ferrari,Roma PHEV,2015,Magnesium-ion,61020.68,Poland
Changan,SL03,2022,Flow batteries,87195.83,Ireland
Lucid Motors,Lucid DreamDrive,2015,Calcium-ion,135951.34,Singapore
Changan,Deepal S07,2015,Flow batteries,140663.03,France
XPeng,P5,2023,Aluminum-ion,95333.16,India
Lotus,Eletre,2017,Nickel-manganese-cobalt,95315.8,India
Volkswagen,ID.4,2025,Lithium-sulfur,83143.89,Canada
Maserati,GranTurismo Folgore,2019,Lithium-sulfur,125800.4,Saudi Arabia
Changan,Q05,2025,Nickel-metal hydride,110395.96,Germany
Cadillac,Optiq (upcoming),2022,Flow batteries,116975.88,Switzerland
Kia,Niro EV,2021,Lithium-titanate,149154.47,Mexico
Renault,Kangoo E-Tech,2018,Lithium-titanate,44333.01,Mexico
Lucid Motors,Lucid Air,2022,Lead-acid,133682.57,Indonesia
Dacia,Bigster EV (upcoming),2019,Aluminum-ion,65316.3,Italy
Pininfarina,Battista,2020,Aluminum-ion,70092.04,Vietnam
Volkswagen,ID.Buzz,2021,Nickel-manganese-cobalt,41867.18,Spain
Mini,Mini Aceman,2023,Lithium-iron phosphate,130117.93,Ireland
MG,MG ES5,2017,Zinc-air,73248.28,Russia
Hyundai,Ioniq 6,2024,Nickel-metal hydride,30488.05,Japan
Acura,ZDX (with GM Ultium),2024,Magnesium-ion,132857.5,South Korea
Pininfarina,Battista,2018,Lithium-ion,45635.17,Russia
Canoo,MPDV,2017,Sodium-ion,128943.61,Russia
Ferrari,SF90 Stradale (PHEV),2015,Lithium-titanate,37887.02,Russia
Chevrolet,Bolt EV,2021,Lithium-sulfur,60868.22,Singapore
Rimac,Nevera,2019,Nickel-manganese-cobalt,149516.21,Netherlands
Renault,Kangoo E-Tech,2020,Sodium-ion,97653.6,Norway
Peugeot,e-2008,2018,Lithium-ion,62853.57,Germany
Dacia,Bigster EV (upcoming),2019,Flow batteries,147031.83,Poland
BMW,i4,2022,Nickel-manganese-cobalt,139621.32,Sweden
VinFast,VF 6,2021,Nickel-manganese-cobalt,101572.39,UAE
NIO,ES7,2017,Solid-state,71838.43,New Zealand
Jeep,Wrangler 4xe (PHEV),2015,Sodium-ion,131834.29,Spain
Ford,F-150 Lightning,2019,Lithium-iron phosphate,86087.78,Turkey
Pininfarina,Battista,2018,Sodium-ion,104325.3,New Zealand
Acura,ZDX (with GM Ultium),2016,Nickel-metal hydride,109200.84,Hungary
Changan,SL03,2022,Lithium-ion,74523.22,Germany
Honda,Honda e (discontinued),2025,Calcium-ion,84360.48,Russia
VinFast,VF 7,2022,Zinc-air,49569.86,Denmark
Faraday Future,FF 91,2020,Lithium-sulfur,139737.66,Singapore
Li Auto,L9,2016,Sodium-ion,141422.21,Saudi Arabia
Rivian,R1T,2025,Nickel-manganese-cobalt,109817.05,Poland
Kia,EV9,2021,Sodium-ion,126212.54,Japan
Mini,Mini Cooper SE,2015,Magnesium-ion,57276.58,South Korea
Mahindra,Born Electric (upcoming range),2024,Lithium-iron phosphate,138823.63,Netherlands
XPeng,X9,2025,Zinc-air,135812.56,Spain
Rimac,Nevera,2024,Lithium-iron phosphate,103044.9,Canada
NIO,ET9,2025,Lithium-sulfur,98963.93,Sweden
Volvo,EX90,2023,Sodium-ion,43176.97,Sweden
Maserati,GranTurismo Folgore,2022,Nickel-metal hydride,62866.65,Argentina
NIO,ET5,2016,Lithium-titanate,149376.71,UK
Seat,Avenger,2022,Sodium-ion,84957.78,Italy
Zeekr,Zeekr 009,2024,Lithium-ion,36541.85,Poland
Nissan,Ariya,2016,Calcium-ion,130494.3,Austria
Cadillac,Lyriq,2022,Lithium-titanate,54287.14,India
Jaguar,I-PACE,2024,Lithium-ion,99141.6,Canada
Cadillac,Celestiq,2025,Lithium-iron phosphate,33873.54,India
Cadillac,Optiq (upcoming),2018,Lithium-ion,67316.45,Malaysia
Fisker,Pear (upcoming),2023,Lithium-titanate,83638.99,Turkey
Geely,Geometry A,2020,Lithium-sulfur,127489.51,Switzerland
Geely,Emgrand EV,2023,Solid-state,51901.3,Thailand
Hyundai,Ioniq 7 (upcoming),2020,Lithium-ion,123914.34,France
Jaguar,I-PACE,2020,Solid-state,99625.77,Germany
Cadillac,Celestiq,2015,Magnesium-ion,102581.77,Finland
Skoda,Enyaq,2021,Magnesium-ion,90063.94,South Korea
Zeekr,Zeekr 007,2021,Solid-state,130231.16,Netherlands
Peugeot,e-3008,2023,Nickel-metal hydride,107703.99,Israel
BMW,iX,2016,Sodium-ion,71705.89,Ireland
Honda,Honda e (discontinued),2016,Zinc-air,141864.44,Argentina
Volvo,C40 Recharge,2019,Aluminum-ion,120229.77,New Zealand
MG,MG4 Electric,2018,Zinc-air,113294.97,Saudi Arabia
